Player,Position,Team,Opponent,Date,Time,Market Name,Site,Line,Average Line Variance,PrizePicks Line,Underdog Line,Sleeper Line,RTSports Line,FanDuel Line,DraftKings Line,BetMGM Line,BetRivers Line,DraftKings Pick6 Line,Caesars Line,Hard Rock Line,file_name
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,5,-,5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,prizepicks,1.5,-,1.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,9.5,-,9.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,11.5,-,11.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,12.5,-,12.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,4.5,0,4.5,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,prizepicks,4.5,0,4.5,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,4.5,0,4.5,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,4.5,-,4.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,14.5,0.5,14.5,-,15.5,-,-,-,-,-,14.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,14.5,0.5,14.5,-,15.5,-,-,-,-,-,14.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,22,-,22,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Steals,prizepicks,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,underdog,18.5,0,18.5,18.5,-,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,18.5,0,18.5,18.5,-,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,18.5,0,18.5,18.5,-,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,17.5,-,17.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,15.5,-,15.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_091635.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,23,0.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Fantasy Score,prizepicks,24.5,-,24.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,20.5,-,20.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,27.5,-,27.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,9.5,0,9.5,-,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,13.5,-,13.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,12.5,-,12.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,37.5,-,-,-,-,-,-,-,-,-,37.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,9.5,0,9.5,-,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,9.5,0,9.5,-,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,15.5,0.5,14.5,-,15.5,-,-,-,-,-,14.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,44.5,-,44.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,prizepicks,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,pick6,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,10.5,0,10.5,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,prizepicks,10.5,0,10.5,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,6.5,-,6.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,10.5,0,10.5,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,33.5,-,33.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,8.5,0,8.5,8.5,8.5,-,-,-,-,-,8.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,8.5,0,8.5,8.5,8.5,-,-,-,-,-,8.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,8.5,0,8.5,8.5,8.5,-,-,-,-,-,8.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,8.5,0,8.5,8.5,8.5,-,-,-,-,-,8.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,5,-,5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,prizepicks,1.5,-,1.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,9.5,-,9.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,11.5,-,11.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,12.5,-,12.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,4.5,0,4.5,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,prizepicks,4.5,0,4.5,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,4.5,0,4.5,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,4.5,-,4.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,14.5,0.5,14.5,-,15.5,-,-,-,-,-,14.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,14.5,0.5,14.5,-,15.5,-,-,-,-,-,14.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,22,-,22,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,3PT Made,sleeper,2.5,-,-,-,2.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Steals,prizepicks,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,underdog,18.5,0,18.5,18.5,-,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,18.5,0,18.5,18.5,-,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,18.5,0,18.5,18.5,-,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,17.5,-,17.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,15.5,-,15.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_105856.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,23,0.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Fantasy Score,prizepicks,24.5,-,24.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,20.5,-,20.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,39,0.5,39,-,38.5,-,-,-,-,-,38.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,27.5,-,27.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17,0.5,17,-,16.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,sleeper,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,9.5,0,9.5,-,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,13.5,-,13.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,12.5,-,12.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,8.5,0.5,9,-,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,9.5,0,9.5,-,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,9.5,0,9.5,-,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,sleeper,38.5,0.5,39,-,38.5,-,-,-,-,-,38.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,38.5,0.5,39,-,38.5,-,-,-,-,-,38.5,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,44.5,-,44.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,14.5,0,14.5,-,14.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-17/rotowire_lines_2026-03-17_125521.csv
